employee_tag,transaction_type,amount,time,device_id
T-5114,Purchase,,2025-11-11 13:24:00,D-380
T-7332,,4124.41,2025-11-01 13:07:00,D-393
T-6494,Purchase,1153.96,2025-11-03 08:56:00,D-278
T-5859,,1034.26,2025-11-07 13:16:00,D-425
T-9452,Withdrawal,1013.81,2025-11-08 22:15:00,D-242
T-9664,Purchase,819.75,2025-11-03 21:42:00,D-399
T-7772,Purchase,1322.61,2025-11-15 02:20:00,D-348
T-5688,Purchase,3781.77,2025-11-10 09:18:00,D-482
T-8701,,818.71,2025-11-12 16:00:00,D-262
T-9741,Purchase,201.54,2025-11-07 18:46:00,D-359
T-7054,Transfer,5067.11,2025-11-11 19:46:00,D-449
T-8522,Transfer,10626.9,2025-11-10 09:39:00,D-381
T-8664,Purchase,3539.26,2025-11-01 07:27:00,D-350
T-8918,Withdrawal,4330.93,2025-11-09 08:32:00,D-119
T-5114,Withdrawal,1667.9,2025-11-07 08:12:00,D-353
T-9452,Deposit,5834.98,2025-11-06 13:08:00,D-231
T-5114,Purchase,929.63,2025-11-05 09:08:00,D-201
T-9456,Purchase,2452.05,2025-11-12 23:34:00,D-251
T-5201,Transfer,,2025-11-04 11:38:00,D-353
T-5595,Transfer,2618.32,2025-11-09 04:11:00,D-451
T-7990,,1048.42,2025-11-10 08:46:00,D-447
T-8511,Withdrawal,6377.26,2025-11-12 01:19:00,D-418
T-6834,Purchase,1420.19,2025-11-07 12:19:00,D-219
T-7170,Deposit,6062.49,2025-11-09 23:24:00,D-335
T-8741,Purchase,,2025-11-07 13:58:00,D-171
T-6937,Purchase,3511.52,2025-11-02 02:45:00,D-119
T-8149,Transfer,3159.31,2025-11-13 04:13:00,
T-9461,Purchase,2652.08,2025-11-13 07:23:00,D-330
T-6297,Deposit,4414.92,2025-11-01 23:15:00,
T-7167,Purchase,992.28,2025-11-01 00:08:00,D-221
T-5859,Withdrawal,4995.87,2025-11-06 11:22:00,D-228
T-8700,Transfer,1734.32,2025-11-01 02:06:00,D-152
T-8511,Deposit,6033.49,2025-11-13 22:36:00,D-283
T-8683,Purchase,2607.71,2025-11-09 12:51:00,D-447
T-7251,Purchase,1067.24,2025-11-13 17:39:00,D-390
T-5433,,1164.27,2025-11-15 04:30:00,D-405
T-6176,,,2025-11-12 07:32:00,D-244
T-6039,Withdrawal,1318.97,2025-11-08 00:10:00,D-243
T-8664,Withdrawal,355.27,2025-11-08 10:25:00,D-427
T-6932,,4180.09,2025-11-12 08:39:00,D-473
T-5755,Purchase,501.21,2025-11-12 04:32:00,D-319
T-8198,Purchase,639.74,2025-11-11 16:31:00,D-160
T-6304,,,2025-11-13 03:56:00,D-230
T-6494,Transfer,1282.68,2025-11-15 14:53:00,D-391
T-6176,Purchase,4594.95,2025-11-14 01:25:00,D-192
T-7515,Transfer,4454.1,2025-11-07 04:18:00,D-226
T-7646,Purchase,260.94,2025-11-05 02:46:00,D-277
T-5520,Purchase,5166.29,2025-11-09 02:52:00,D-403
T-6834,Purchase,4318.37,2025-11-07 17:29:00,D-362
T-5126,Purchase,,2025-11-04 14:40:00,D-473
T-5638,Purchase,4236.32,2025-11-01 10:18:00,D-235
T-7990,Transfer,3072.54,2025-11-07 20:06:00,D-358
T-5018,Withdrawal,4751.78,2025-11-12 08:59:00,D-190
T-9478,Purchase,1477.33,2025-11-12 19:48:00,D-320
T-5201,Deposit,964.4,2025-11-11 13:19:00,D-446
T-5214,Deposit,5470.46,2025-11-01 12:40:00,D-373
T-9376,Purchase,3381.98,2025-11-05 17:12:00,D-355
T-7256,Withdrawal,6305.35,2025-11-10 22:57:00,
T-6395,Transfer,13018.58,2025-11-13 13:52:00,D-489
T-9994,Transfer,9903.63,2025-11-04 15:46:00,D-182
T-6136,Deposit,2316.02,2025-11-06 01:52:00,D-257
T-9988,Purchase,4205.43,2025-11-04 13:14:00,D-293
T-8511,Withdrawal,,2025-11-06 08:57:00,D-292
T-8715,Withdrawal,2918.23,2025-11-10 18:26:00,D-442
T-9255,Transfer,1895.89,2025-11-06 11:58:00,D-430
T-6395,Purchase,464.67,2025-11-05 09:34:00,D-455
T-5688,Deposit,6429.18,2025-11-14 04:36:00,D-305
T-7138,Withdrawal,9240.19,2025-11-04 09:06:00,D-347
T-7710,Transfer,627.99,2025-11-03 12:42:00,
T-6064,,6618.06,2025-11-04 09:05:00,D-153
T-8853,Purchase,3384.91,2025-11-01 19:01:00,D-316
T-6228,Purchase,2289.12,2025-11-08 12:16:00,D-226
T-9157,Withdrawal,1903.57,2025-11-09 06:30:00,D-132
T-9205,Deposit,9742.36,2025-11-10 20:24:00,D-104
T-8240,Withdrawal,1141.25,2025-11-05 06:50:00,D-467
T-7998,Transfer,,2025-11-01 11:48:00,D-238
T-6882,Purchase,828.66,2025-11-03 16:20:00,D-110
T-8263,Withdrawal,4788.95,2025-11-13 01:46:00,D-123
T-6584,Purchase,,2025-11-14 03:18:00,D-319
T-6231,Purchase,4984.1,2025-11-14 10:47:00,D-448
T-8081,Withdrawal,9101.63,2025-11-04 00:39:00,D-418
T-6231,Purchase,483.38,2025-11-11 05:31:00,D-192
T-8741,Purchase,2942.29,2025-11-02 21:47:00,
T-6427,Purchase,1488.86,2025-11-08 11:54:00,D-310
T-6200,Transfer,3747.88,2025-11-03 19:29:00,D-103
T-5887,Purchase,522.44,2025-11-09 12:40:00,D-452
T-6322,Deposit,8874.25,2025-11-09 21:10:00,D-365
T-7251,Transfer,3566.03,2025-11-10 03:04:00,
T-5121,Withdrawal,2007.92,2025-11-08 04:58:00,D-284
T-8615,Transfer,5978.74,2025-11-05 11:13:00,
T-5993,Withdrawal,1826.28,2025-11-05 21:47:00,D-495
T-8741,Transfer,918.87,2025-11-10 13:54:00,D-227
T-6153,,6541.45,2025-11-14 13:01:00,D-373
T-7408,Purchase,276.4,2025-11-11 21:38:00,D-464
T-9567,Purchase,303.52,2025-11-11 09:56:00,D-402
T-9567,Transfer,14573.43,2025-11-09 11:45:00,D-311
T-7408,Purchase,228.88,2025-11-10 09:26:00,D-433
T-7251,Purchase,1979.72,2025-11-15 14:43:00,D-469
T-7646,,926.28,2025-11-04 05:28:00,D-152
T-9900,Purchase,3561.62,2025-11-13 23:49:00,D-341
T-6304,Purchase,1023.97,2025-11-02 00:40:00,D-292
T-8116,Withdrawal,2766.68,2025-11-09 11:47:00,D-301
T-8298,Purchase,,2025-11-09 15:40:00,D-410
T-7408,Transfer,,2025-11-15 14:49:00,D-165
T-7998,Purchase,307.74,2025-11-12 17:39:00,D-271
T-9156,Purchase,2104.06,2025-11-06 11:36:00,D-157
T-6427,Purchase,801.56,2025-11-02 13:52:00,D-412
T-8548,,2566.99,2025-11-09 14:45:00,
T-9428,Purchase,471.16,2025-11-15 07:11:00,D-121
T-9697,Purchase,1885.55,2025-11-05 06:02:00,D-156
T-8081,Purchase,1022.37,2025-11-06 02:49:00,D-250
T-5750,Withdrawal,,2025-11-11 05:44:00,
T-8489,Purchase,2907.14,2025-11-07 07:14:00,D-342
T-5941,Withdrawal,6616.83,2025-11-13 00:31:00,D-297
T-9037,Purchase,1396.41,2025-11-11 05:13:00,D-475
T-7170,Deposit,5346.25,2025-11-12 01:12:00,D-471
T-8794,Purchase,,2025-11-07 04:19:00,D-419
T-9156,Withdrawal,5626.94,2025-11-14 13:38:00,D-470
T-6529,Transfer,2136.5,2025-11-07 10:33:00,D-455
T-8701,Withdrawal,6817.52,2025-11-10 19:02:00,D-189
T-9416,Purchase,1008.48,2025-11-02 10:31:00,D-318
T-9988,Purchase,1071.06,2025-11-05 05:02:00,D-328
T-5993,Transfer,7224.09,2025-11-15 12:52:00,D-477
T-9061,Withdrawal,2988.24,2025-11-14 00:09:00,D-117
T-6161,Purchase,1657.42,2025-11-14 18:23:00,D-382
T-9283,Purchase,1206.79,2025-11-09 02:03:00,D-143
T-9034,Purchase,581.08,2025-11-07 11:01:00,D-354
T-8683,Transfer,3646.28,2025-11-05 15:21:00,D-107
T-9245,Purchase,861.6,2025-11-07 21:18:00,D-375
T-7408,Withdrawal,615.52,2025-11-05 02:26:00,D-308
T-7681,Purchase,550.6,2025-11-15 07:57:00,D-239
T-9245,Purchase,2520.57,2025-11-09 12:09:00,D-186
T-5608,Deposit,2979.82,2025-11-07 03:51:00,D-120
T-5993,Withdrawal,2114.69,2025-11-01 23:40:00,D-274
T-5832,Transfer,802.25,2025-11-05 04:46:00,D-299
T-5433,Purchase,757.1,2025-11-05 11:25:00,
T-9957,Deposit,4933.06,2025-11-13 14:21:00,D-291
T-7442,Withdrawal,12942.93,2025-11-06 16:07:00,D-266
T-5201,Purchase,2260.22,2025-11-03 23:49:00,D-342
T-7608,,2543.49,2025-11-04 17:19:00,D-189
T-5309,Withdrawal,3385.13,2025-11-10 04:42:00,
T-8259,Purchase,,2025-11-15 15:31:00,D-447
T-6039,Transfer,21258.29,2025-11-07 05:44:00,D-183
T-8080,Purchase,275.23,2025-11-01 04:14:00,D-440
T-8779,Purchase,4494.64,2025-11-06 03:39:00,D-451
T-5832,Withdrawal,1198.73,2025-11-12 22:26:00,
T-8702,Purchase,,2025-11-15 17:21:00,D-318
T-9968,,3051.79,2025-11-08 02:44:00,
T-6529,Purchase,814.08,2025-11-05 05:51:00,D-221
T-9838,,2738.06,2025-11-01 21:07:00,D-187
T-9061,Transfer,4654.99,2025-11-15 11:37:00,D-137
T-6990,Withdrawal,8464.98,2025-11-06 23:17:00,D-255
T-9456,Purchase,617.24,2025-11-04 17:58:00,D-118
T-7138,Transfer,7528.9,2025-11-06 05:34:00,D-388
T-8259,Purchase,2766.67,2025-11-02 05:25:00,D-114
T-8080,Transfer,1024.23,2025-11-13 10:40:00,D-332
T-6228,Transfer,1105.77,2025-11-02 19:58:00,D-469
T-9456,Purchase,4910.62,2025-11-10 04:58:00,D-144
T-8080,Purchase,2388.8,2025-11-04 04:11:00,D-207
T-9689,Purchase,717.54,2025-11-09 15:50:00,D-378
T-9838,Withdrawal,,2025-11-01 20:33:00,D-334
T-6405,Deposit,,2025-11-08 23:06:00,D-208
T-9418,Withdrawal,3974.77,2025-11-04 03:35:00,D-200
T-7772,Purchase,1259.94,2025-11-12 09:07:00,D-330
T-7251,Withdrawal,1056.28,2025-11-12 15:37:00,D-186
T-5018,,3632.36,2025-11-03 23:40:00,D-138
T-5214,Purchase,659.83,2025-11-10 02:34:00,D-434
T-8345,Deposit,2269.73,2025-11-02 23:08:00,D-302
T-9255,Deposit,9721.96,2025-11-02 17:31:00,D-499
T-7408,Purchase,1103.3,2025-11-15 13:25:00,D-417
T-8198,,15278.96,2025-11-12 16:26:00,D-196
T-9067,Withdrawal,4962.27,2025-11-03 06:34:00,D-415
T-8615,Purchase,3152.05,2025-11-04 11:49:00,D-488
T-7515,Transfer,,2025-11-03 00:01:00,D-464
T-7256,Transfer,,2025-11-15 13:54:00,D-362
T-5638,Withdrawal,1889.28,2025-11-08 11:26:00,D-416
T-6161,,212.46,2025-11-13 13:50:00,D-275
T-7049,Purchase,2796.87,2025-11-10 20:02:00,D-223
T-7054,Deposit,1172.9,2025-11-08 08:19:00,D-255
T-7430,,,2025-11-13 07:24:00,D-399
T-7840,Withdrawal,4086.82,2025-11-08 22:36:00,D-451
T-9359,Purchase,2532.19,2025-11-03 18:09:00,D-203
T-8853,Purchase,651.68,2025-11-14 08:29:00,D-347
T-5832,Purchase,746.57,2025-11-08 03:47:00,D-243
T-8222,,716.19,2025-11-07 18:56:00,D-136
T-6466,Deposit,2531.43,2025-11-10 14:18:00,D-226
T-9205,Deposit,8879.26,2025-11-14 18:18:00,
T-5688,Withdrawal,1820.9,2025-11-13 17:31:00,D-195
T-8548,Withdrawal,5129.6,2025-11-03 06:11:00,D-275
T-6039,Purchase,241.88,2025-11-02 14:01:00,D-365
T-9417,Purchase,2945.06,2025-11-14 23:25:00,D-181
T-9466,Withdrawal,2589.78,2025-11-02 22:30:00,D-210
T-8298,Transfer,2724.51,2025-11-07 13:10:00,D-299
T-9157,Transfer,3134.29,2025-11-04 15:46:00,D-464
T-5309,Purchase,943.11,2025-11-05 11:44:00,D-463
T-6678,Purchase,5126.01,2025-11-08 23:21:00,D-336
T-9093,Purchase,1614.7,2025-11-02 17:33:00,D-439
T-8615,Transfer,4957.11,2025-11-05 22:05:00,D-140
T-5595,Purchase,,2025-11-14 17:42:00,D-362
T-8532,Purchase,1462.96,2025-11-09 17:33:00,D-271
T-8912,,394.12,2025-11-02 08:30:00,D-399
T-8912,Purchase,1254.43,2025-11-14 15:31:00,D-470
T-5615,,5664.06,2025-11-01 16:18:00,D-476
T-7430,Deposit,1984.72,2025-11-03 02:00:00,D-328
T-6451,,2355.5,2025-11-01 06:54:00,D-248
T-8511,Transfer,1974.1,2025-11-06 07:58:00,D-352
T-6405,Transfer,1187.35,2025-11-08 14:08:00,D-131
T-9037,,1216.77,2025-11-01 17:39:00,
T-9418,Deposit,3546.21,2025-11-01 02:08:00,D-343
T-9392,,766.11,2025-11-10 12:39:00,
T-5691,Transfer,,2025-11-07 21:29:00,D-410
T-7766,Purchase,1478.3,2025-11-07 14:28:00,D-245
T-9867,Purchase,4308.14,2025-11-08 03:36:00,D-150
T-7365,Deposit,503.09,2025-11-01 12:37:00,D-160
T-8532,Withdrawal,898.83,2025-11-05 07:10:00,D-125
T-8715,Deposit,6396.55,2025-11-03 08:42:00,D-420
T-9900,Purchase,2405.73,2025-11-10 05:32:00,D-259
T-9093,Purchase,10067.92,2025-11-03 03:43:00,D-296
T-6153,Transfer,2259.16,2025-11-11 04:45:00,D-487
T-6875,Withdrawal,813.58,2025-11-05 11:47:00,D-249
T-8081,,3538.55,2025-11-04 14:03:00,D-248
T-7608,Withdrawal,1694.33,2025-11-12 22:39:00,D-377
T-9054,Purchase,2020.02,2025-11-11 05:44:00,D-385
T-8240,Purchase,3334.44,2025-11-06 23:18:00,D-266
T-7332,,6842.75,2025-11-07 22:53:00,D-206
T-9157,Purchase,4127.47,2025-11-09 05:04:00,D-381
T-8548,Purchase,,2025-11-03 17:59:00,D-301
T-6584,Purchase,,2025-11-11 02:33:00,D-113
T-5540,Purchase,714.82,2025-11-01 07:11:00,D-270
T-9651,Purchase,4161.16,2025-11-13 01:14:00,D-152
T-7710,Purchase,6751.9,2025-11-10 01:05:00,D-401
T-9156,,3722.02,2025-11-06 19:31:00,D-171
T-5018,Deposit,4109.72,2025-11-10 13:43:00,D-237
T-5391,Deposit,,2025-11-09 01:10:00,D-135
T-5688,Transfer,715.46,2025-11-02 06:11:00,D-468
T-8918,,772.22,2025-11-02 17:29:00,D-148
T-7322,Withdrawal,6090.14,2025-11-01 22:13:00,D-103
T-6176,Purchase,1228.69,2025-11-10 12:32:00,D-176
T-8489,Purchase,2120.43,2025-11-14 22:42:00,D-444
T-8587,Withdrawal,526.37,2025-11-12 02:19:00,D-428
T-6926,Withdrawal,633.44,2025-11-13 00:46:00,D-340
T-8666,Purchase,3422.47,2025-11-09 07:04:00,
T-6927,Purchase,4807.23,2025-11-14 04:45:00,D-244
T-5832,Transfer,1676.7,2025-11-01 22:50:00,D-100
T-8702,Purchase,907.68,2025-11-05 02:44:00,D-274
T-9037,Purchase,4704.96,2025-11-11 09:44:00,D-123
T-5691,Purchase,608.06,2025-11-01 16:57:00,D-102
T-6322,Purchase,644.95,2025-11-11 01:15:00,D-150
T-9438,Transfer,,2025-11-09 05:43:00,D-193
T-9867,,2506.1,2025-11-05 13:22:00,D-163
T-5214,Deposit,8509.63,2025-11-11 17:37:00,D-324
T-9968,Withdrawal,,2025-11-03 13:49:00,D-465
T-9900,Withdrawal,492.39,2025-11-04 16:27:00,D-293
T-8345,Purchase,541.79,2025-11-06 10:44:00,
T-9157,Purchase,506.54,2025-11-03 08:16:00,D-464
T-8222,,662.48,2025-11-10 14:03:00,D-322
T-5688,Purchase,1024.41,2025-11-09 21:31:00,
T-7430,Purchase,,2025-11-02 15:35:00,D-458
T-5433,Transfer,2112.97,2025-11-05 20:09:00,D-451
T-9157,Withdrawal,3666.11,2025-11-12 05:12:00,
T-7390,Purchase,,2025-11-15 23:57:00,D-449
T-6875,Purchase,,2025-11-04 12:05:00,D-244
T-8198,Purchase,1632.31,2025-11-06 08:28:00,D-302
T-9180,Withdrawal,3553.21,2025-11-12 08:44:00,D-316
T-7199,Purchase,898.83,2025-11-12 02:58:00,D-269
T-5309,Withdrawal,3270.25,2025-11-06 05:25:00,D-498
T-7170,Deposit,1876.49,2025-11-15 09:04:00,D-333
T-6875,Withdrawal,,2025-11-15 16:10:00,D-196
T-6990,Transfer,4084.69,2025-11-14 08:16:00,D-202
T-8080,Purchase,3134.45,2025-11-11 02:30:00,D-368
T-7686,Deposit,505.25,2025-11-10 18:16:00,D-422
T-6381,Purchase,393.58,2025-11-14 00:02:00,D-378
T-7646,,2608.91,2025-11-03 06:08:00,D-380
T-9838,Purchase,2560.46,2025-11-15 20:11:00,D-495
T-9438,Purchase,1103.67,2025-11-14 02:18:00,
T-6787,Withdrawal,1250.2,2025-11-14 13:14:00,D-246
T-9026,Purchase,734.31,2025-11-02 01:36:00,D-188
T-9061,Purchase,231.49,2025-11-07 00:52:00,D-374
T-6427,Purchase,529.42,2025-11-04 19:50:00,D-253
T-6322,Purchase,13619.8,2025-11-12 09:18:00,D-305
T-9093,,2645.63,2025-11-05 01:50:00,D-229
T-9439,Deposit,669.14,2025-11-15 16:23:00,D-335
T-8615,Withdrawal,745.89,2025-11-15 02:39:00,D-194
T-6136,Purchase,1362.4,2025-11-15 15:20:00,D-449
T-5688,Purchase,6275.45,2025-11-14 12:13:00,D-201
T-6136,Purchase,1520.95,2025-11-03 12:33:00,D-150
T-7365,Purchase,2471.5,2025-11-06 22:51:00,D-381
T-5595,Transfer,,2025-11-07 14:39:00,
T-9255,Purchase,,2025-11-02 17:49:00,D-238
T-9438,Purchase,1749.79,2025-11-08 18:10:00,D-101
T-7138,Transfer,9130.01,2025-11-08 01:10:00,D-142
T-8701,Purchase,1824.84,2025-11-15 11:40:00,D-415
T-5201,Withdrawal,7249.65,2025-11-06 02:01:00,D-183
T-7990,Transfer,2122.34,2025-11-06 04:43:00,D-426
T-8741,Deposit,10427.18,2025-11-10 15:20:00,D-297
T-6494,Purchase,269.5,2025-11-03 20:26:00,D-116
T-8831,Withdrawal,17504.57,2025-11-15 13:04:00,D-473
T-5974,Purchase,,2025-11-15 21:07:00,
T-8080,Purchase,2821.79,2025-11-01 14:06:00,D-128
T-9376,Withdrawal,9767.39,2025-11-10 10:26:00,D-303
T-5540,Transfer,8536.25,2025-11-06 04:26:00,D-475
T-9428,,1516.43,2025-11-07 18:40:00,D-231
T-6926,Purchase,,2025-11-14 23:46:00,D-136
T-9376,Deposit,11062.34,2025-11-10 14:36:00,D-377
T-9438,,,2025-11-08 06:43:00,D-429
T-9900,Transfer,2558.77,2025-11-02 06:59:00,D-158
T-5201,Withdrawal,9655.38,2025-11-05 20:26:00,D-378
T-5838,Transfer,1494.77,2025-11-15 05:46:00,D-222
T-7772,Withdrawal,624.1,2025-11-07 16:07:00,D-358
T-9461,Withdrawal,593.52,2025-11-04 14:04:00,D-445
T-5114,Purchase,766.31,2025-11-08 02:08:00,D-205
T-5126,Transfer,1062.1,2025-11-09 18:17:00,D-391
T-5974,Purchase,5841.95,2025-11-10 09:58:00,D-258
T-8794,Withdrawal,3540.7,2025-11-12 01:15:00,D-423
T-7138,Withdrawal,,2025-11-05 16:29:00,D-285
T-6927,Transfer,786.39,2025-11-14 10:09:00,D-104
T-9664,,412.84,2025-11-02 21:24:00,D-145
T-6405,Purchase,1064.68,2025-11-02 03:20:00,D-433
T-9456,Purchase,362.24,2025-11-13 01:57:00,D-369
T-9674,Transfer,,2025-11-14 07:47:00,D-423
T-9416,Withdrawal,,2025-11-05 11:26:00,D-459
T-6304,Transfer,1981.63,2025-11-13 14:23:00,D-155
T-8290,Withdrawal,2852.62,2025-11-02 01:44:00,D-291
T-9026,Purchase,,2025-11-11 15:49:00,D-282
T-7049,Withdrawal,1098.28,2025-11-09 09:46:00,D-256
T-8750,Purchase,1413.97,2025-11-14 14:25:00,D-149
T-6231,Transfer,13242.16,2025-11-10 06:55:00,
T-6478,Transfer,11369.39,2025-11-01 23:23:00,D-111
T-5615,Purchase,259.35,2025-11-09 07:41:00,D-283
T-8116,Transfer,13153.3,2025-11-14 13:15:00,D-322
T-6322,Purchase,2294.71,2025-11-10 14:58:00,D-191
T-8750,Purchase,2289.66,2025-11-04 11:38:00,D-161
T-7744,Purchase,2833.31,2025-11-10 17:59:00,D-367
T-9438,Purchase,3177.9,2025-11-11 12:19:00,D-310
T-8317,Withdrawal,3641.11,2025-11-08 17:56:00,D-319
T-7515,Purchase,,2025-11-05 11:05:00,D-136
T-6084,Purchase,646.1,2025-11-05 02:24:00,D-468
T-6926,Withdrawal,1616.23,2025-11-11 07:18:00,D-397
T-6478,Transfer,2445.84,2025-11-12 17:59:00,D-271
T-5638,Purchase,3546.03,2025-11-01 02:50:00,D-331
T-5941,Deposit,9515.91,2025-11-08 06:20:00,D-257
T-8853,Purchase,2921.55,2025-11-09 13:44:00,D-111
T-6932,Purchase,871.53,2025-11-02 17:31:00,D-277
T-5688,Transfer,1871.59,2025-11-08 16:54:00,D-420
T-8779,Transfer,2604.45,2025-11-03 20:15:00,
T-7256,Purchase,601.08,2025-11-12 07:42:00,D-133
T-6322,Withdrawal,,2025-11-15 23:19:00,D-484
T-9900,Purchase,2340.95,2025-11-02 21:53:00,D-482
T-6161,Purchase,972.99,2025-11-06 01:11:00,D-285
T-9867,Withdrawal,1280.95,2025-11-04 04:13:00,D-403
T-6897,,2198.9,2025-11-10 03:39:00,D-395
T-8779,Purchase,463.85,2025-11-06 17:41:00,D-328
T-6787,Purchase,1408.26,2025-11-13 02:16:00,D-317
T-5774,Purchase,236.91,2025-11-13 16:45:00,D-333
T-9473,Deposit,6773.23,2025-11-10 20:28:00,D-213
T-7825,,41982.26,2025-11-02 08:09:00,D-110
T-9994,Transfer,3127.83,2025-11-12 20:33:00,D-313
T-6395,Purchase,1673.51,2025-11-04 10:25:00,D-461
T-5500,Purchase,7196.76,2025-11-04 06:49:00,D-183
T-5402,Withdrawal,3307.76,2025-11-14 09:45:00,D-483
T-8715,,2297.77,2025-11-03 08:27:00,D-411
T-9567,Deposit,8068.19,2025-11-15 15:09:00,D-273
T-6559,,833.33,2025-11-13 19:51:00,D-422
T-9037,Withdrawal,734.37,2025-11-05 23:28:00,D-218
T-8240,Purchase,1115.49,2025-11-02 07:46:00,D-467
T-5859,Purchase,2597.37,2025-11-15 22:20:00,D-461
T-8853,Withdrawal,1014.76,2025-11-13 08:52:00,D-421
T-6678,Withdrawal,2859.25,2025-11-15 00:57:00,D-139
T-7390,Transfer,665.81,2025-11-05 23:17:00,D-130
T-6153,Purchase,3888.4,2025-11-12 12:38:00,D-361
T-5520,,266.65,2025-11-03 23:22:00,D-320
T-6405,Purchase,3093.28,2025-11-01 14:30:00,D-129
T-6529,Purchase,2599.77,2025-11-01 22:37:00,D-488
T-5774,Purchase,1597.13,2025-11-09 20:33:00,
T-6915,Purchase,3452.8,2025-11-07 23:37:00,D-298
T-9205,Transfer,5704.15,2025-11-09 23:51:00,D-375
T-7167,,6512.05,2025-11-14 09:58:00,D-176
T-5706,,11856.3,2025-11-07 06:55:00,D-165
T-9195,Transfer,8701.0,2025-11-05 17:43:00,
T-7138,Purchase,1869.53,2025-11-02 13:17:00,D-466
T-5293,Withdrawal,1081.98,2025-11-02 02:05:00,D-184
T-6529,Purchase,1409.65,2025-11-08 09:17:00,D-277
T-7766,Purchase,1097.32,2025-11-11 09:11:00,D-239
T-5391,,2008.73,2025-11-11 03:12:00,
T-5309,Purchase,,2025-11-14 13:42:00,D-203
T-6678,Withdrawal,1809.25,2025-11-06 01:24:00,D-462
T-5309,Purchase,2284.67,2025-11-13 14:26:00,D-124
T-5774,Withdrawal,4771.55,2025-11-10 04:00:00,D-167
T-6200,,2742.29,2025-11-08 16:09:00,D-101
T-9961,Purchase,,2025-11-01 01:11:00,D-434
T-9478,Withdrawal,7966.35,2025-11-12 06:25:00,D-204
T-7049,Purchase,1549.19,2025-11-10 15:40:00,D-331
T-8548,Purchase,626.33,2025-11-05 11:23:00,D-261
T-6882,Deposit,4821.74,2025-11-15 13:51:00,D-392
T-8587,Transfer,543.99,2025-11-04 19:51:00,D-153
T-5114,Withdrawal,2203.99,2025-11-09 02:25:00,D-422
T-9438,,1129.94,2025-11-12 18:22:00,
T-9417,Transfer,1618.88,2025-11-09 21:56:00,D-449
T-5201,Withdrawal,3157.77,2025-11-08 19:43:00,D-214
T-8615,Transfer,1727.41,2025-11-11 17:21:00,D-477
T-9392,Withdrawal,572.88,2025-11-05 14:29:00,D-409
T-9697,Purchase,6162.79,2025-11-08 04:37:00,D-262
T-8702,Withdrawal,3095.49,2025-11-13 07:12:00,D-390
T-7825,,1014.67,2025-11-15 07:36:00,D-395
T-6897,Withdrawal,2463.81,2025-11-05 04:35:00,D-165
T-7744,Purchase,884.72,2025-11-10 07:07:00,D-281
T-5596,Purchase,319.55,2025-11-11 18:06:00,D-415
T-6584,Purchase,1524.38,2025-11-09 13:27:00,D-374
T-6529,Withdrawal,4751.69,2025-11-14 17:34:00,D-170
T-8702,Deposit,3408.23,2025-11-08 07:40:00,D-326
T-5595,Withdrawal,10233.22,2025-11-11 21:31:00,D-118
T-8794,Purchase,9829.56,2025-11-15 13:13:00,D-468
T-5293,Withdrawal,2073.02,2025-11-07 14:17:00,D-184
T-6400,Purchase,,2025-11-14 17:40:00,D-142
T-5018,Transfer,2483.43,2025-11-08 00:51:00,D-178
T-5402,Purchase,953.54,2025-11-06 08:40:00,D-499
T-7170,Purchase,1659.63,2025-11-03 08:00:00,D-388
T-6559,Purchase,232.8,2025-11-10 19:10:00,
T-9428,Purchase,1285.2,2025-11-14 17:03:00,
T-8149,Purchase,660.3,2025-11-09 06:26:00,D-286
T-7772,Withdrawal,2915.31,2025-11-13 22:02:00,D-427
T-8702,Withdrawal,2218.45,2025-11-07 03:34:00,D-427
T-5595,Withdrawal,3812.77,2025-11-11 03:03:00,
T-7167,Transfer,,2025-11-09 00:43:00,D-451
T-7251,Purchase,796.67,2025-11-03 06:45:00,D-244
T-7054,Transfer,5607.27,2025-11-12 15:28:00,D-311
T-9821,Purchase,8763.53,2025-11-12 18:15:00,D-193
T-7744,Purchase,1685.03,2025-11-01 09:35:00,D-494
T-7322,Purchase,3703.77,2025-11-11 03:10:00,D-118
T-6084,Purchase,544.97,2025-11-05 23:47:00,D-420
T-7049,Purchase,1532.03,2025-11-13 13:21:00,D-142
T-5750,Transfer,581.45,2025-11-02 20:30:00,D-459
T-5941,Withdrawal,15811.99,2025-11-01 11:17:00,D-409
T-6297,Transfer,6122.18,2025-11-02 02:15:00,D-342
T-5688,Purchase,722.05,2025-11-14 09:16:00,D-468
T-5121,Transfer,1021.76,2025-11-11 20:45:00,D-169
T-8615,,1461.34,2025-11-14 20:42:00,D-495
T-7924,Purchase,3350.55,2025-11-10 22:54:00,D-125
T-9697,Withdrawal,1724.56,2025-11-08 20:37:00,D-259
T-9180,Transfer,6354.43,2025-11-08 09:55:00,D-210
T-9957,Purchase,840.87,2025-11-03 16:09:00,D-399
T-6927,Withdrawal,470.95,2025-11-14 23:51:00,D-173
T-9428,Transfer,12012.08,2025-11-08 16:08:00,
T-5277,Purchase,1614.64,2025-11-11 01:11:00,D-241
T-5638,Transfer,3185.65,2025-11-12 06:52:00,D-297
T-8081,Transfer,9621.62,2025-11-04 17:48:00,D-347
T-7861,Purchase,413.71,2025-11-06 07:41:00,D-447
T-5126,Purchase,,2025-11-15 01:11:00,D-192
T-9034,Purchase,3708.97,2025-11-08 13:11:00,D-374
